;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/9/2017 5:59:47 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0DE5	0x20E1      	CALL       _Lcd_Chr_CP
0x0DE6	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1010 :: 		LCD_Chr_Cp('r');
0x0DE7	0x3072      	MOVLW      114
0x0DE8	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DE9	0x118A      	BCF        PCLATH, 3
0x0DEA	0x20E1      	CALL       _Lcd_Chr_CP
0x0DEB	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1011 :: 		LCD_Chr_Cp(' ');
0x0DEC	0x3020      	MOVLW      32
0x0DED	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DEE	0x118A      	BCF        PCLATH, 3
0x0DEF	0x20E1      	CALL       _Lcd_Chr_CP
0x0DF0	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1012 :: 		LCD_Chr_Cp('L');
0x0DF1	0x304C      	MOVLW      76
0x0DF2	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DF3	0x118A      	BCF        PCLATH, 3
0x0DF4	0x20E1      	CALL       _Lcd_Chr_CP
0x0DF5	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1013 :: 		LCD_Chr_Cp('o');
0x0DF6	0x306F      	MOVLW      111
0x0DF7	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DF8	0x118A      	BCF        PCLATH, 3
0x0DF9	0x20E1      	CALL       _Lcd_Chr_CP
0x0DFA	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1014 :: 		LCD_Chr_Cp('a');
0x0DFB	0x3061      	MOVLW      97
0x0DFC	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DFD	0x118A      	BCF        PCLATH, 3
0x0DFE	0x20E1      	CALL       _Lcd_Chr_CP
0x0DFF	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1015 :: 		LCD_Chr_Cp('d');
0x0E00	0x3064      	MOVLW      100
0x0E01	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0E02	0x118A      	BCF        PCLATH, 3
0x0E03	0x20E1      	CALL       _Lcd_Chr_CP
0x0E04	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1016 :: 		LCD_Chr_Cp(':');
0x0E05	0x303A      	MOVLW      58
0x0E06	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0E07	0x118A      	BCF        PCLATH, 3
0x0E08	0x20E1      	CALL       _Lcd_Chr_CP
0x0E09	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1018 :: 		LCD_Chr(2, 5, '(');
0x0E0A	0x3002      	MOVLW      2
0x0E0B	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0E0C	0x3005      	MOVLW      5
0x0E0D	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0E0E	0x3028      	MOVLW      40
0x0E0F	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0E10	0x118A      	BCF        PCLATH, 3
0x0E11	0x20F7      	CALL       _Lcd_Chr
0x0E12	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1019 :: 		LCD_Chr_Cp( tens );
0x0E13	0x085E      	MOVF       _tens, 0
0x0E14	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0E15	0x118A      	BCF        PCLATH, 3
0x0E16	0x20E1      	CALL       _Lcd_Chr_CP
0x0E17	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1020 :: 		LCD_Chr_Cp( ones );
0x0E18	0x085F      	MOVF       _ones, 0
0x0E19	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0E1A	0x118A      	BCF        PCLATH, 3
0x0E1B	0x20E1      	CALL       _Lcd_Chr_CP
0x0E1C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1021 :: 		LCD_Chr_Cp(' ');
0x0E1D	0x3020      	MOVLW      32
0x0E1E	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0E1F	0x118A      	BCF        PCLATH, 3
0x0E20	0x20E1      	CALL       _Lcd_Chr_CP
0x0E21	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1022 :: 		LCD_Chr_Cp('%');
0x0E22	0x3025      	MOVLW      37
0x0E23	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0E24	0x118A      	BCF        PCLATH, 3
0x0E25	0x20E1      	CALL       _Lcd_Chr_CP
0x0E26	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1023 :: 		LCD_Chr_Cp(')');
0x0E27	0x3029      	MOVLW      41
0x0E28	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0E29	0x118A      	BCF        PCLATH, 3
0x0E2A	0x20E1      	CALL       _Lcd_Chr_CP
0x0E2B	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1025 :: 		break;
0x0E2C	0x2E49      	GOTO       L_main125
;demo_simple_8.c,1030 :: 		}
L_main124:
0x0E2D	0x0860      	MOVF       _lcdState, 0
0x0E2E	0x3A00      	XORLW      0
0x0E2F	0x1903      	BTFSC      STATUS, 2
0x0E30	0x2924      	GOTO       L_main126
0x0E31	0x0860      	MOVF       _lcdState, 0
0x0E32	0x3A01      	XORLW      1
0x0E33	0x1903      	BTFSC      STATUS, 2
0x0E34	0x2924      	GOTO       L_main127
0x0E35	0x0860      	MOVF       _lcdState, 0
0x0E36	0x3A02      	XORLW      2
0x0E37	0x1903      	BTFSC      STATUS, 2
0x0E38	0x297D      	GOTO       L_main128
0x0E39	0x0860      	MOVF       _lcdState, 0
0x0E3A	0x3A03      	XORLW      3
0x0E3B	0x1903      	BTFSC      STATUS, 2
0x0E3C	0x2A59      	GOTO       L_main134
0x0E3D	0x0860      	MOVF       _lcdState, 0
0x0E3E	0x3A04      	XORLW      4
0x0E3F	0x1903      	BTFSC      STATUS, 2
0x0E40	0x2BA6      	GOTO       L_main144
0x0E41	0x0860      	MOVF       _lcdState, 0
0x0E42	0x3A05      	XORLW      5
0x0E43	0x1903      	BTFSC      STATUS, 2
0x0E44	0x2CF5      	GOTO       L_main165
0x0E45	0x0860      	MOVF       _lcdState, 0
0x0E46	0x3A06      	XORLW      6
0x0E47	0x1903      	BTFSC      STATUS, 2
0x0E48	0x2D97      	GOTO       L_main171
L_main125:
;demo_simple_8.c,1032 :: 		}
0x0E49	0x2834      	GOTO       L_main96
;demo_simple_8.c,1033 :: 		}
0x0E4A	0x2E4A      	GOTO       $+0
; end of _main
;demo_simple_8.c,64 :: _batlv4
0x062E	0x340E ;_batlv4+0
0x062F	0x341B ;_batlv4+1
0x0630	0x3411 ;_batlv4+2
0x0631	0x341F ;_batlv4+3
0x0632	0x341F ;_batlv4+4
0x0633	0x341F ;_batlv4+5
0x0634	0x341F ;_batlv4+6
0x0635	0x341F ;_batlv4+7
; end of _batlv4
;demo_simple_8.c,65 :: _batlv5
0x0636	0x340E ;_batlv5+0
0x0637	0x341F ;_batlv5+1
0x0638	0x341F ;_batlv5+2
0x0639	0x341F ;_batlv5+3
0x063A	0x341F ;_batlv5+4
0x063B	0x341F ;_batlv5+5
0x063C	0x341F ;_batlv5+6
0x063D	0x341F ;_batlv5+7
; end of _batlv5
;demo_simple_8.c,63 :: _batlv3
0x063E	0x340E ;_batlv3+0
0x063F	0x341B ;_batlv3+1
0x0640	0x3411 ;_batlv3+2
0x0641	0x3411 ;_batlv3+3
0x0642	0x341F ;_batlv3+4
0x0643	0x341F ;_batlv3+5
0x0644	0x341F ;_batlv3+6
0x0645	0x341F ;_batlv3+7
; end of _batlv3
;demo_simple_8.c,61 :: _batlv1
0x0646	0x340E ;_batlv1+0
0x0647	0x341B ;_batlv1+1
0x0648	0x3411 ;_batlv1+2
0x0649	0x3411 ;_batlv1+3
0x064A	0x3411 ;_batlv1+4
0x064B	0x3411 ;_batlv1+5
0x064C	0x341F ;_batlv1+6
0x064D	0x341F ;_batlv1+7
; end of _batlv1
;demo_simple_8.c,62 :: _batlv2
0x064E	0x340E ;_batlv2+0
0x064F	0x341B ;_batlv2+1
0x0650	0x3411 ;_batlv2+2
0x0651	0x3411 ;_batlv2+3
0x0652	0x3411 ;_batlv2+4
0x0653	0x341F ;_batlv2+5
0x0654	0x341F ;_batlv2+6
0x0655	0x341F ;_batlv2+7
; end of _batlv2
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [123]    _interrupt
0x007F       [6]    _Delay_1us
0x0085      [13]    _Delay_5500us
0x0092       [7]    _Delay_50us
0x0099       [8]    _Delay_22us
0x00A1      [64]    _Lcd_Cmd
0x00E1       [8]    _Lcd_Chr_CP
0x00E9      [14]    _ADC_Init
0x00F7      [53]    _Lcd_Chr
0x012C      [44]    _Div_16x16_S_L
0x0158      [22]    _ADC_Get_Sample
0x016E      [43]    _Mul_16x16_U
0x0199      [29]    _Div_16x16_U
0x01B6      [30]    _initializePWM
0x01D4       [7]    _____DoICP
0x01DB      [16]    _pad
0x01EB     [147]    _getOverload
0x027E      [15]    _initializeIO
0x028D      [95]    _doFeedback
0x02EC     [147]    _batteryIcon
0x037F     [196]    _doChecks
0x0443     [120]    _getBatteryVoltage
0x04BB      [78]    _Lcd_Init
0x0509      [12]    ___CC2DW
0x0515      [52]    _numToOne
0x0549      [95]    _getMainsVoltage
0x05A8      [25]    _Mul_8x8_U
0x05C1     [105]    _Div_16x16_S
0x062A       [4]    _initializePeripherals
0x0800    [1611]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0001       [1]    TMR0
0x0002       [1]    PCL
0x0003       [0]    DC_bit
0x0003       [0]    C_bit
0x0003       [0]    Z_bit
0x0003       [1]    STATUS
0x0003       [0]    IRP_bit
0x0003       [0]    NOT_PD_bit
0x0003       [0]    NOT_TO_bit
0x0003       [0]    RP1_bit
0x0003       [0]    RP0_bit
0x0004       [1]    FSR
0x0004       [1]    FSRPTR
0x0005       [1]    PORTA
0x0005       [0]    RA2_bit
0x0005       [0]    RA3_bit
0x0005       [0]    RA0_bit
0x0005       [0]    RA1_bit
0x0005       [0]    RA5_bit
0x0005       [0]    RA4_bit
0x0006       [0]    RB4_bit
0x0006       [0]    RB6_bit
0x0006       [0]    RB5_bit
0x0006       [0]    RB2_bit
0x0006       [0]    RB1_bit
0x0006       [0]    RB0_bit
0x0006       [1]    PORTB
0x0006       [0]    RB7_bit
0x0006       [0]    RB3_bit
0x0006       [0]    Triac
0x0006       [0]    LCD_EN
0x0006       [0]    outputRelay
0x0006       [0]    inverterSw
0x0007       [0]    RC3_bit
0x0007       [0]    RC2_bit
0x0007       [0]    RC0_bit
0x0007       [0]    RC1_bit
0x0007       [0]    RC6_bit
0x0007       [0]    RC7_bit
0x0007       [0]    RC4_bit
0x0007       [0]    RC5_bit
0x0007       [0]    LCD_D6
0x0007       [0]    LCD_D7
0x0007       [0]    LCD_D4
0x0007       [0]    LCD_D5
0x0007       [0]    LCD_RS
0x0007       [0]    MOS1
0x0007       [0]    MOS2
0x0007       [1]    PORTC
0x000A       [1]    PCLATH
0x000B       [0]    INTF_bit
0x000B       [0]    PEIE_bit
0x000B       [0]    T0IF_bit
0x000B       [1]    INTCON
0x000B       [0]    INTE_bit
0x000B       [0]    T0IE_bit
0x000B       [0]    RBIE_bit
0x000B       [0]    RBIF_bit
0x000B       [0]    GIE_bit
0x000C       [0]    TMR2IF_bit
0x000C       [1]    PIR1
0x000C       [0]    CCP1IF_bit
0x000C       [0]    TMR1IF_bit
0x000C       [0]    RCIF_bit
0x000C       [0]    SSPIF_bit
0x000C       [0]    TXIF_bit
0x000C       [0]    ADIF_bit
0x000D       [0]    CCP2IF_bit
0x000D       [1]    PIR2
0x000E       [1]    TMR1L
0x000F       [1]    TMR1H
0x0010       [0]    NOT_T1SYNC_bit
0x0010       [0]    T1CKPS0_bit
0x0010       [1]    T1CON
0x0010       [0]    TMR1ON_bit
0x0010       [0]    T1CKPS1_bit
0x0010       [0]    T1OSCEN_bit
0x0010       [0]    TMR1CS_bit
0x0010       [0]    T1INSYNC_bit
0x0011       [1]    TMR2
0x0012       [0]    TOUTPS0_bit
0x0012       [0]    TOUTPS1_bit
0x0012       [0]    T2CKPS1_bit
0x0012       [0]    TMR2ON_bit
0x0012       [0]    TOUTPS3_bit
0x0012       [0]    TOUTPS2_bit
0x0012       [0]    T2CKPS0_bit
0x0012       [1]    T2CON
0x0013       [1]    SSPBUF
0x0014       [0]    SSPM2_bit
0x0014       [0]    SSPM3_bit
0x0014       [0]    CKP_bit
0x0014       [0]    WCOL_bit
0x0014       [1]    SSPCON
0x0014       [0]    SSPOV_bit
0x0014       [0]    SSPEN_bit
0x0014       [0]    SSPM1_bit
0x0014       [0]    SSPM0_bit
0x0015       [1]    CCPR1L
0x0015       [2]    CCPR1
0x0016       [1]    CCPR1H
0x0017       [1]    CCP1CON
0x0017       [0]    CCP1M0_bit
0x0017       [0]    CCP1M1_bit
0x0017       [0]    CCP1M2_bit
0x0017       [0]    CCP1M3_bit
0x0017       [0]    CCP1X_bit
0x0017       [0]    CCP1Y_bit
0x0018       [0]    SPEN_bit
0x0018       [0]    NOT_RC8_bit
0x0018       [0]    RX9_bit
0x0018       [0]    RX9D_bit
0x0018       [0]    FERR_bit
0x0018       [0]    RCD8_bit
0x0018       [0]    RC8_9_bit
0x0018       [0]    CREN_bit
0x0018       [0]    SREN_bit
0x0018       [1]    RCSTA
0x0018       [0]    OERR_bit
0x0018       [0]    RC9_bit
0x0019       [1]    TXREG
0x001A       [1]    RCREG
0x001B       [1]    CCPR2L
0x001B       [2]    CCPR2
0x001C       [1]    CCPR2H
0x001D       [0]    CCP2M1_bit
0x001D       [0]    CCP2M0_bit
0x001D       [0]    CCP2X_bit
0x001D       [1]    CCP2CON
0x001D       [0]    CCP2Y_bit
0x001D       [0]    CCP2M3_bit
0x001D       [0]    CCP2M2_bit
0x001E       [1]    ADRES
0x001F       [0]    CHS2_bit
0x001F       [0]    ADCS0_bit
0x001F       [0]    NOT_DONE_bit
0x001F       [0]    ADON_bit
0x001F       [0]    GO_bit
0x001F       [0]    GO_DONE_bit
0x001F       [0]    ADCS1_bit
0x001F       [0]    CHS1_bit
0x001F       [0]    CHS0_bit
0x001F       [1]    ADCON0
0x0021       [1]    FARG_ADC_Get_Sample_channel
0x0022       [2]    _chargingEnabled
0x0024       [2]    _loopcounter
0x0026       [1]    _batteryState
0x0027       [1]    _dutyCounter
0x0028       [1]    _period
0x0029       [1]    _duty_buffer
0x002A       [1]    _MOSdriveState
0x002B       [1]    _duty
0x002C       [1]    _overloadcounter
0x002D       [1]    _pwmStarted
0x002E       [1]    _chargingDuty
0x002F       [1]    _firing
0x0030       [1]    _delayCounter
0x0031       [1]    _delayCounter2
0x0032       [2]    _chargingDuty_buffer
0x0034       [1]    _cdCounter
0x0035       [1]    _chgDelay
0x0036       [2]    _adTemp
0x0038       [1]    _counter
0x0039       [2]    _ovThreshold
0x003B       [2]    _vShunt
0x003D       [1]    _hicutreached
0x003E       [1]    _acStatus
0x003F       [1]    _inverterState
0x0040       [2]    _vBat
0x0042       [1]    _mode
0x0043       [1]    _lv4
0x0044       [2]    _loadpc
0x0046       [1]    _ac_low
0x0047       [1]    _lv1
0x0048       [1]    _lv2
0x0049       [1]    _lv3
0x004A       [1]    _pulseCounter
0x004B       [2]    _ac_high
0x004D       [3]    _ADC_Get_Sample_Ptr
0x0050       [0]    __Lib_Lcd_cmd_status
0x0051       [1]    _chgDot
0x0052       [2]    _vFb
0x0054       [1]    _hundreds
0x0055       [2]    _num
0x0057       [1]    _chlv
0x0058       [1]    _batlv
0x0059       [1]    _character
0x005A       [1]    _lcdCounter
0x005B       [2]    _vAc
0x005D       [1]    _t1pr
0x005E       [1]    _tens
0x005F       [1]    _ones
0x0060       [1]    _lcdState
0x0061       [1]    _mainsStarted
0x0062       [1]    ___saveSTATUS
0x0063       [1]    ___savePCLATH
0x0064       [1]    _overloadState
0x0065       [2]    ___DoICPAddr
0x0067       [1]    FARG_pad_c
0x0067       [1]    FARG_batteryIcon_pos_row
0x0068       [1]    FARG_batteryIcon_pos_char
0x0069       [1]    FARG_Lcd_Chr_row
0x0069       [1]    FARG_Lcd_Chr_CP_out_char
0x006A       [1]    FARG_Lcd_Chr_column
0x006B       [1]    FARG_Lcd_Chr_out_char
0x006C       [1]    FARG_Lcd_Cmd_out_char
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0081       [0]    T0CS_bit
0x0081       [0]    PSA_bit
0x0081       [0]    NOT_RBPU_bit
0x0081       [0]    T0SE_bit
0x0081       [0]    PS0_bit
0x0081       [0]    PS1_bit
0x0081       [0]    PS2_bit
0x0081       [0]    INTEDG_bit
0x0081       [1]    OPTION_REG
0x0085       [0]    TRISA3_bit
0x0085       [0]    TRISA4_bit
0x0085       [0]    TRISA5_bit
0x0085       [1]    TRISA
0x0085       [0]    TRISA1_bit
0x0085       [0]    TRISA2_bit
0x0085       [0]    TRISA0_bit
0x0086       [0]    TRISB4_bit
0x0086       [0]    TRISB3_bit
0x0086       [0]    TRISB7_bit
0x0086       [0]    TRISB6_bit
0x0086       [0]    TRISB5_bit
0x0086       [0]    TRISB0_bit
0x0086       [1]    TRISB
0x0086       [0]    LCD_EN_Direction
0x0086       [0]    TRISB2_bit
0x0086       [0]    TRISB1_bit
0x0087       [0]    TRISC2_bit
0x0087       [0]    TRISC3_bit
0x0087       [0]    TRISC4_bit
0x0087       [0]    LCD_D7_Direction
0x0087       [0]    TRISC0_bit
0x0087       [0]    TRISC1_bit
0x0087       [0]    LCD_RS_Direction
0x0087       [1]    TRISC
0x0087       [0]    LCD_D4_Direction
0x0087       [0]    LCD_D5_Direction
0x0087       [0]    TRISC6_bit
0x0087       [0]    TRISC5_bit
0x0087       [0]    LCD_D6_Direction
0x0087       [0]    TRISC7_bit
0x008C       [0]    CCP1IE_bit
0x008C       [0]    TMR1IE_bit
0x008C       [0]    ADIE_bit
0x008C       [1]    PIE1
0x008C       [0]    TXIE_bit
0x008C       [0]    TMR2IE_bit
0x008C       [0]    SSPIE_bit
0x008C       [0]    RCIE_bit
0x008D       [1]    PIE2
0x008D       [0]    CCP2IE_bit
0x008E       [0]    NOT_BOR_bit
0x008E       [0]    NOT_POR_bit
0x008E       [1]    PCON
0x008E       [0]    NOT_BO_bit
0x0092       [1]    PR2
0x0093       [1]    SSPADD
0x0094       [1]    SSPSTAT
0x0094       [0]    BF_bit
0x0094       [0]    NOT_A_bit
0x0094       [0]    I2C_STOP__bit
0x0094       [0]    NOT_W_bit
0x0094       [0]    NOT_ADDRESS_bit
0x0094       [0]    I2C_DATA_bit
0x0094       [0]    DATA_ADDRESS_bit
0x0094       [0]    I2C_START__bit
0x0094       [0]    I2C_READ_bit
0x0094       [0]    READ_WRITE_bit
0x0094       [0]    UA_bit
0x0094       [0]    SMP_bit
0x0094       [0]    S_bit
0x0094       [0]    P_bit
0x0094       [0]    NOT_WRITE_bit
0x0094       [0]    R_W_bit
0x0094       [0]    R_bit
0x0094       [0]    D_bit
0x0094       [0]    CKE_bit
0x0094       [0]    D_A_bit
0x0098       [0]    TXD8_bit
0x0098       [0]    TX9D_bit
0x0098       [0]    TX9_bit
0x0098       [0]    NOT_TX8_bit
0x0098       [1]    TXSTA
0x0098       [0]    TXEN_bit
0x0098       [0]    BRGH_bit
0x0098       [0]    CSRC_bit
0x0098       [0]    SYNC_bit
0x0098       [0]    TX8_9_bit
0x0098       [0]    TRMT_bit
0x0099       [1]    SPBRG
0x009F       [0]    PCFG2_bit
0x009F       [0]    PCFG1_bit
0x009F       [0]    PCFG0_bit
0x009F       [1]    ADCON1
0x010C       [1]    PMDATA
0x010D       [1]    PMADR
0x010E       [1]    PMDATH
0x010F       [1]    PMADRH
0x018C       [1]    PMCON1
0x018C       [0]    RD_bit
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x062E       [8]    _batlv4
0x0636       [8]    _batlv5
0x063E       [8]    _batlv3
0x0646       [8]    _batlv1
0x064E       [8]    _batlv2
//** Label List: ** 
//----------------------------------------------
  L_interrupt0
  L_interrupt1
  L_interrupt2
  L_interrupt3
  L_interrupt4
  L_interrupt5
  L_interrupt6
  L_interrupt7
  L_interrupt8
  L_interrupt9
  L_interrupt10
  L_interrupt11
  L_interrupt12
  L_interrupt13
  L_interrupt14
  L_interrupt15
  L_interrupt16
  L_interrupt17
  L_interrupt18
  L_batteryIcon19
  L_batteryIcon20
  L_batteryIcon21
  L_batteryIcon22
  L_batteryIcon23
  L_batteryIcon24
  L_batteryIcon25
  L_batteryIcon26
  L_batteryIcon27
  L_batteryIcon28
  L_getMainsVoltage29
  L_getMainsVoltage30
  L_getMainsVoltage31
  L_getMainsVoltage32
  L_getMainsVoltage33
  L_getMainsVoltage34
  L_getMainsVoltage35
  L_getMainsVoltage36
  L_getMainsVoltage37
  L_getMainsVoltage38
  L_getMainsVoltage39
  L_getBatteryVoltage40
  L_getBatteryVoltage41
  L_getBatteryVoltage42
  L_getBatteryVoltage43
  L_getBatteryVoltage44
  L_getBatteryVoltage45
  L_getBatteryVoltage46
  L_getBatteryVoltage47
  L_getBatteryVoltage48
  L_getBatteryVoltage49
  L_getBatteryVoltage50
  L_getBatteryVoltage51
  L_getBatteryVoltage52
  L_getBatteryVoltage53
  L_doChecks54
  L_doChecks55
  L_doChecks56
  L_doChecks57
  L_doChecks58
  L_doChecks59
  L_doChecks60
  L_doChecks61
  L_doChecks62
  L_doChecks63
  L_doChecks64
  L_doChecks65
  L_doChecks66
  L_doChecks67
  L_doChecks68
  L_doChecks69
  L_doChecks70
  L_doChecks71
  L_doChecks72
  L_doChecks73
  L_doChecks74
  L_doFeedback75
  L_doFeedback76
  L_doFeedback77
  L_doFeedback78
  L_doFeedback79
  L_doFeedback80
  L_doFeedback81
  L_doFeedback82
  L_getOverload83
  L_getOverload84
  L_getOverload85
  L_getOverload86
  L_getOverload87
  L_getOverload88
  L_getOverload89
  L_getOverload90
  L_getOverload91
  L_getOverload92
  L_pad93
  L_pad94
  L_pad95
  L_main96
  L_main97
  L_main98
  L_main99
  L_main100
  L_main101
  L_main102
  L_main103
  L_main104
  L_main105
  L_main106
  L_main107
  L_main108
  L_main109
  L_main110
  L_main111
  L_main112
  L_main113
  L_main114
  L_main115
  L_main116
  L_main117
  L_main118
  L_main119
  L_main120
  L_main121
  L_main122
  L_main123
  L_main124
  L_main125
  L_main126
  L_main127
  L_main128
  L_main129
  L_main130
  L_main131
  L_main132
  L_main133
  L_main134
  L_main135
  L_main136
  L_main137
  L_main138
  L_main139
  L_main140
  L_main141
  L_main142
  L_main143
  L_main144
  L_main145
  L_main146
  L_main147
  L_main148
  L_main149
  L_main150
  L_main151
  L_main152
  L_main153
  L_main154
  L_main155
  L_main156
  L_main157
  L_main158
  L_main159
  L_main160
  L_main161
  L_main162
  L_main163
  L_main164
  L_main165
  L_main166
  L_main167
  L_main168
  L_main169
  L_main170
  L_main171
  L_main172
  L__interrupt173
  _interrupt
  L__interrupt174
  L__interrupt175
  _batteryIcon
  L__batteryIcon176
  _initializePeripherals
  _initializePWM
  _stopPWM
  _initializeIO
  _getMainsVoltage
  L__getMainsVoltage177
  L__getMainsVoltage178
  _getBatteryVoltage
  L__getBatteryVoltage179
  L__getBatteryVoltage180
  L__getBatteryVoltage181
  L__getBatteryVoltage182
  _doChecks
  _doFeedback
  L__doFeedback183
  L__doFeedback184
  L__doFeedback185
  _getOverload
  L__getOverload186
  L__getOverload187
  L__getOverload188
  L__getOverload189
  _numToOne
  _pad
  _main
  L__main190
  L__main191
  L__main192
  L__main193
  L__main194
  L__main195
  L__main196
  L__main197
  L__main198
  L__main199
  L__main200
  L_ADC_Get_Sample0
  L_ADC_Get_Sample1
  L_ADC_Read2
  L_ADC_Read3
  _ADC_Init
  _ADC_Get_Sample
  _ADC_Read
  L_Delay_10us0
  L_Delay_22us1
  L_Delay_50us2
  L_Delay_80us3
  L_Delay_500us4
  L_Delay_5500us5
  L_Delay_1ms6
  L_Delay_5ms7
  L_Delay_8ms8
  L_Delay_10ms9
  L_Delay_100ms10
  L_Delay_1sec11
  L_boot16_Delay_5ms12
  L_Delay_Cyc13
  L_Delay_Cyc14
  L_VDelay_ms15
  L_VDelay_ms16
  L_VDelay_ms17
  L_VDelay_Advanced_ms18
  L_VDelay_Advanced_ms19
  L_VDelay_Advanced_ms20
  _Get_Fosc_kHz
  _Delay_1us
  _Delay_10us
  _Delay_22us
  _Delay_50us
  _Delay_80us
  _Delay_500us
  _Delay_5500us
  _Delay_1ms
  _Delay_5ms
  _Delay_8ms
  _Delay_10ms
  _Delay_100ms
  _Delay_1sec
  _boot16_Delay_5ms
  _Delay_Cyc
  _VDelay_ms
  L__VDelay_ms21
  L__VDelay_ms22
  L__VDelay_ms23
  _VDelay_Advanced_ms
  L__VDelay_Advanced_ms24
  L__VDelay_Advanced_ms25
  L__VDelay_Advanced_ms26
  L_Lcd_Cmd0
  L_Lcd_Cmd1
  L_Lcd_Out_CP2
  L_Lcd_Out_CP3
  L_Lcd_Chr4
  L_Lcd_Chr5
  L_Lcd_Chr6
  L_Lcd_Chr7
  L_Lcd_Chr8
  L_Lcd_Chr9
  L_Lcd_Chr10
  L_Lcd_Out11
  L_Lcd_Out12
  L_Lcd_Out13
  L_Lcd_Out14
  L_Lcd_Out15
  L_Lcd_Out16
  L_Lcd_Out17
  L_Lcd_Out18
  L_Lcd_Out19
  _Lcd_Cmd
  L__Lcd_Cmd20
  L__Lcd_Cmd21
  L__Lcd_Cmd22
  L__Lcd_Cmd23
  L__Lcd_Cmd24
  L__Lcd_Cmd25
  L__Lcd_Cmd26
  L__Lcd_Cmd27
  L__Lcd_Cmd28
  L__Lcd_Cmd29
  L__Lcd_Cmd30
  L__Lcd_Cmd31
  L__Lcd_Cmd32
  L__Lcd_Cmd33
  L__Lcd_Cmd34
  L__Lcd_Cmd35
  L__Lcd_Cmd36
  L__Lcd_Cmd37
  L__Lcd_Cmd38
  L__Lcd_Cmd39
  _Lcd_Chr_CP
  _Lcd_Out_CP
  _Lcd_Chr
  _Lcd_Init
  _Lcd_Out
  L_Div_16x16_S0
  L_Div_16x16_S1
  LOOPS3232A
  SADD22LA
  SOK22LA
  SADD22L8
  SOK22L8
  LOOPS3232B
  SADD22LB
  SOK22LB
  SADD22L16
  SOK22L16
  LOOPS3232C
  SADD22LC
  SOK22LC
  SADD22L24
  SOK22L24
  LOOPS3232D
  SADD22LD
  SOK22LD
  SOK22L
  L_Div_32x32_S6
  L_Div_32x32_S7
  L_Div_32x32_S8
  L_Div_32x32_S9
  FXD3232S
  END_ALL
  CA3232S
  C3232SX
  C3232SX1
  C3232S
  C3232S2
  C3232SX4
  C3232SOK
  C3232SX3
  C3232SX2
  avoid_comfrem
  LOOPU3232A
  UADD22LA
  UOK22LA
  UADD22L8
  UOK22L8
  LOOPU3232B
  UADD22LB
  UOK22LB
  UADD22L16
  UOK22L16
  LOOPU3232C
  UADD22LC
  UOK22LC
  UADD22L24
  UOK22L24
  LOOPU3232D
  UADD22LD
  UOK22LD
  UOK22L
  _NEXT
  _EXIT2
  _LOOP
  _EXIT1
